CODIGO_DA_IES,NOME_DA_IES,SIGLA,CATEGORIA_DA_IES,COMUNITARIA,CONFESSIONAL,FILANTROPICA,ORGANIZACAO_ACADEMICA,CODIGO_MUNICIPIO_IBGE,MUNICIPIO,UF,SITUACAO_IES
3770,FACULDADE TEOLÓGICA BATISTA DE SÃO PAULO,FTBSP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
466,UNIVERSIDADE ANHEMBI MORUMBI,UAM,Privada,N,N,N,Universidade,3550308,São Paulo,SP,Ativa
21654,Faculdade de Engenharia e Agrimensura de São Paulo,FEASP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
374,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,Privada,N,N,N,Centro Universitário,3550308,São Paulo,SP,Ativa
4629,Faculdade Innovare,FACINN,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1743,FACULDADE DE TECNOLOGIA OSWALDO CRUZ,FATEC OSWALDO CRUZ,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
10385,INSTITUTO SÃO PAULO DE ESTUDOS SUPERIORES,ITESP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1828,ESCOLA DA CIDADE - FACULDADE DE ARQUITETURA E URBANISMO,ESCOLA DA CIDADE,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
20098,Faculdade Integração,FI,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
22028,Faculdade CTA,CTA,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
11807,Istituto Europeo di Design,IED SP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
25441,Faculdade Paulista de Bem Estar e Saúde,,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
18072,Faculdade de Direito TECH de São Paulo,FADITECH,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
793,Centro Universitário Estácio de São Paulo,ESTÁCIO SÃO PAULO,Privada,N,N,N,Centro Universitário,3550308,São Paulo,SP,Ativa
22084,Faculdade FACUMINAS de Pós-Graduação EAD,FACUMINAS EAD,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
11289,ESCOLA SUPERIOR NACIONAL DE SEGUROS DE SÃO PAULO,ESNS-SP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
22606,Faculdade Damásio,Damasio,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
17608,Faculdade de Educação Paulistana,FAEP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
24046,Faculdade da Associação Médica Paulista,APM,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1294,Centro Universitário das Américas,CAM,Privada,N,N,N,Centro Universitário,3550308,São Paulo,SP,Ativa
21670,Faculdade Promove de São Paulo,FPSP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
3837,FACULDADE EVOLUÇÃO,FAEV,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
370,FACULDADE PAULISTA DE ARTES,FPA,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
3896,Faculdade Paulista de Comunicação,FEPAC,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
19252,FACULDADE DE TECNOLOGIA ALPHA CHANNEL,FATAC,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1756,FACULDADE ASSOCIADA BRASIL,FAB,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
2556,FIAM-FAAM - CENTRO UNIVERSITÁRIO,UNIFIAM-FAAM,Privada,N,N,N,Centro Universitário,3550308,São Paulo,SP,Ativa
25988,FACULDADE PHYSIO CURSOS,FACPHYSIO,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
25392,Faculdade G8,FG8,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
162,CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO,FEBASP,Privada,N,N,N,Centro Universitário,3550308,São Paulo,SP,Ativa
25745,Faculdade Unida de São Paulo - EaD,FAUSP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
21573,Faculdade Ana Carolina Puga,FAPUGA,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
13466,GRUPO DE NUTRIÇÃO HUMANA,GANEP,Privada,N,N,N,Instituição Especialmente Credenciada para oferta de cursos lato sensu,3550308,São Paulo,SP,Ativa
17942,Faculdade de Tecnologia do Tatuapé,FATEC-TT,Pública,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
456,CENTRO UNIVERSITÁRIO SANT´ANNA,UNISANT'ANNA,Privada,N,N,N,Centro Universitário,3550308,São Paulo,SP,Ativa
21940,Faculdade Phorte de Educação e Tecnologia,null,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
636,ESCOLA SUPERIOR DE PROPAGANDA E MARKETING,ESPM,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
23022,Faculdade Cetrus Sanar,CETRUS,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
12723,FACULDADE FINACI,FINACI,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
416,FACULDADE DE SÃO PAULO,FASP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
263,FACULDADES INTEGRADAS CAMPOS SALLES,FICS,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
2793,FACULDADE UBS,FACULDADE UBS,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
21485,Faculdade de Ensino Paschoal Dantas,FEPD,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1365,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,UNASP,Privada,S,S,N,Centro Universitário,3550308,São Paulo,SP,Ativa
3933,FACULDADE MÉTODO DE SÃO PAULO,FAMESP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1100,Centro Universitário Carlos Drummond de Andrade,UniDrummond,Privada,N,N,N,Centro Universitário,3550308,São Paulo,SP,Ativa
18165,Fundação Universidade Virtual do Estado de São Paulo,UNIVESP,Pública,N,N,N,Universidade,3550308,São Paulo,SP,Ativa
852,FIAP - Centro Universitário,null,Privada,N,N,N,Centro Universitário,3550308,São Paulo,SP,Ativa
22605,Faculdade Alvorada de Saúde,,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1745,Faculdade Interativa de São Paulo,FAISP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
24326,FACULDADE ESSA EDUCACAO PROFISSIONAL,UNIESSA,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
4026,FACULDADE DE TECNOLOGIA ZONA LESTE,FATEC-ZL,Pública,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
319,UNIVERSIDADE BRASIL,UB,Privada,N,N,N,Universidade,3550308,São Paulo,SP,Ativa
234,FACULDADES OSWALDO CRUZ,FOC,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
56,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,Pública,N,N,N,Universidade,3550308,São Paulo,SP,Ativa
1921,FACULDADE DE SÃO BENTO,FSB,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
21827,Instituto Friburgo de Ensino Superior,IFES,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
3051,FACULDADE TEOLÓGICA DE CIÊNCIAS HUMANAS E SOCIAIS LOGOS,FAETEL,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1526,Faculdade SENAI São Paulo,SENAI SP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
19823,Faculdade Porto União,FPU,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
316,UNIVERSIDADE NOVE DE JULHO,UNINOVE,Privada,N,N,N,Universidade,3550308,São Paulo,SP,Ativa
2806,FACULDADE EVANGÉLICA DE SÃO PAULO,null,Privada,N,S,N,Faculdade,3550308,São Paulo,SP,Ativa
25455,FACULDADE BELA VISTA,FBV,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
18019,Faculdade do Educador,FEDUC,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
17014,CENTRO SUPERIOR DE ESTUDOS JURÍDICOS CARLOS DRUMMOND DE ANDRADE,CSEJCDA,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
19879,Faculdade IPESSP,IPESSP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
21983,FACULDADE MORUMBI,FAMOR,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1476,"FACULDADE DE COMUNICAÇÃO E DESIGN ""OSWALDO CRUZ""",null,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
21952,FGV / Escola de Relações Internacionais,FGV/RI,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
213,CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO,FECAP,Privada,S,N,N,Centro Universitário,3550308,São Paulo,SP,Ativa
17731,FACULDADE SESI-SP DE EDUCAÇÃO,FASESP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
21643,Faculdade Rudolf Steiner,FRS,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
15401,Faculdade FIPECAFI,FIPECAFI,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1964,"FACULDADE DE TECNOLOGIA EM HOTELARIA, GASTRONOMIA E TURISMO DE SÃO PAULO",HOTEC,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
23868,Link School of Business,LSB,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1311,TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS,TREVISAN,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
24245,FACULDADE QUALITTAS - EAD,,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
17926,Faculdade de Ensino Superior Paschoal Dantas,,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
22098,FACULDADE ISMD,ISMD,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
2129,ESCOLA DE ECONOMIA DE SÃO PAULO,EESP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
221,UNIVERSIDADE CRUZEIRO DO SUL,UNICSUL,Privada,N,N,N,Universidade,3550308,São Paulo,SP,Ativa
375,UNIVERSIDADE SANTO AMARO,UNISA,Privada,N,N,N,Universidade,3550308,São Paulo,SP,Ativa
18620,FACULDADE DA CONSTRUÇÃO E DO TRABALHO,FACT,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
22866,Faculdade Associada Brasil - EAD,,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
22862,FranklinCovey Business School,FCBS,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
206,CENTRO UNIVERSITÁRIO ÍTALO-BRASILEIRO,UNIÍTALO,Privada,N,N,N,Centro Universitário,3550308,São Paulo,SP,Ativa
13845,Escola DIEESE de Ciências do Trabalho,DIEESE,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1752,FACULDADE AUTÔNOMA DE DIREITO,FADISP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
12661,FACULDADE DE TECNOLOGIA SAINT PAUL,null,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
21826,Faculdade Sebrae,null,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
373,ESCOLA DE SOCIOLOGIA E POLÍTICA DE SÃO PAULO,ESP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
2811,FACULDADE PAULUS DE TECNOLOGIA E COMUNICAÇÃO,FAPCOM,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
2465,FACULDADE IBMEC SÃO PAULO,IBMEC SP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
371,FACULDADE DE MÚSICA CARLOS GOMES,FMCG,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,Pública,N,N,N,"Instituto Federal de Educação, Ciência e Tecnologia",3550308,São Paulo,SP,Ativa
434,FACULDADE SANTA MARCELINA,FASM,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
20476,Faculdade ANCLIVEPA,ANCLIVEPA,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
10323,FACULDADE DE TECNOLOGIA BANDEIRANTES,BANDTEC,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1161,INSPER INSTITUTO DE ENSINO E PESQUISA,null,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
19352,Faculdade Paulista de Gestão e Saúde,,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
461,CENTRO UNIVERSITÁRIO ARMANDO ALVARES PENTEADO,FA-FAAP,Privada,N,N,N,Centro Universitário,3550308,São Paulo,SP,Ativa
23139,BRAIN BUSINESS SCHOOL,BRAIN,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1520,FACULDADE FIA DE ADMINISTRAÇÃO E NEGÓCIOS,FFIA,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
25791,Faculdade Brasileira Digital,FABRADI,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
161,CENTRO UNIVERSITÁRIO ASSUNÇÃO,UNIFAI,Privada,N,S,N,Centro Universitário,3550308,São Paulo,SP,Ativa
22814,Faculdade Auden Educacional,FAED,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
322,UNIVERSIDADE PAULISTA,UNIP,Privada,N,N,N,Universidade,3550308,São Paulo,SP,Ativa
3746,FACULDADE IBRA DA GRANDE SÃO PAULO,FACULDADE FAGRAN,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
17269,INSTITUTO DE EDUCAÇÃO SUPERIOR E INOVAÇÃO PERSONA,null,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1192,FACULDADE DE CIÊNCIAS DA SAÚDE DE SÃO PAULO,FACIS,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
4731,FACULDADE MESSIANICA,null,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
591,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,Pública,N,N,N,Universidade,3550308,São Paulo,SP,Ativa
24843,INSTITUTO DE ASSISTÊNCIA MÉDICA AO SERVIDOR PÚBLICO ESTADUAL,IAMSPE,Pública,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
19501,Faculdade de Tecnologia Sebrae,FATEC SEBRAE,Pública,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
5217,FACULDADES INTEGRADAS PAULISTA,FIP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
4681,FACULDADE CENTRO PAULISTANO,null,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
417,UNIVERSIDADE CIDADE DE SÃO PAULO,UNICID,Privada,N,N,N,Universidade,3550308,São Paulo,SP,Ativa
14879,FACULDADE DOURADO,FD,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
23409,FACULDADE CENTRO SÃO PAULO,FACESP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
200,FACULDADE CÁSPER LÍBERO,FCL,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1946,FACULDADE LEGALE,LEGALE,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
23147,Faculdade do Comércio de São Paulo,FAC-SP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
24356,Faculdade Virtual do Brasil,FVB,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
4104,ESCOLA SUPERIOR DE ENGENHARIA E GESTÃO DE SÃO PAULO - ESEG,ESEG,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
25716,IPD INSTITUTO DE PROFISSIONALIZAÇÃO DIGITAL,IPD,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
12611,FACULDADE DE MÚSICA SOUZA LIMA,FMSL,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
362,FACULDADE PAULISTA DE SERVIÇO SOCIAL,FAPSS-SP.,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
4995,Faculdade Educamais,EDUCA+,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
5048,FACULDADE DE TEOLOGIA DE SÃO PAULO DA IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL,null,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
22603,FACULDADE ANCLIVEPA DE GESTÃO E HUMANOLOGIA,FAGH,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
16864,Faculdade Cultura Inglesa,FCI,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
737,CENTRO UNIVERSITÁRIO SÃO CAMILO,SAO CAMILO,Privada,N,N,N,Centro Universitário,3550308,São Paulo,SP,Ativa
23118,IBPTECH FACULDADE DE CIÊNCIAS FORENSES E TECNOLOGIA,,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
24864,INSTITUTO DE EDUCAÇÃO SUPERIOR E INOVAÇÃO INVENIO,INVENIO,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
20340,FACULDADE PAULISTA DE CIÊNCIAS DA SAÚDE,FPCS,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
16934,Faculdade Méliès,MÉLIÈS,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1742,Centro Universitário de Tecnologia Carlos Drummond de Andrade,null,Privada,N,N,N,Centro Universitário,3550308,São Paulo,SP,Ativa
1762,Centro Universitário de Tecnologia e Negócios Carlos Drummond de Andrade,UniTen CDA,Privada,N,N,N,Centro Universitário,3550308,São Paulo,SP,Ativa
376,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,,Privada,N,N,N,Centro Universitário,3550308,São Paulo,SP,Ativa
20497,FACULDADE ROBERTO MIRANDA,FRM SP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
3985,CENTRO UNIVERSITÁRIO SENAC,SENACSP,Privada,N,N,N,Centro Universitário,3550308,São Paulo,SP,Ativa
360,CENTRO UNIVERSITÁRIO PAULISTANO,UNIPAULISTANA,Privada,N,N,N,Centro Universitário,3550308,São Paulo,SP,Ativa
17672,"Instituto Brasileiro de Ensino, Desenvolvimento e Pesquisa de São Paulo",IDP-SP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
25467,Faculdade Alura.Tech,Alura.Tech,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
18711,FACULDADE INOVA MAIS DE SÃO PAULO,FIMSP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1385,FACULDADES INTEGRADAS IPEP,FIPEP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1388,CENTRO UNIVERSITÁRIO SUMARÉ,null,Privada,N,N,N,Centro Universitário,3550308,São Paulo,SP,Ativa
2128,Escola de Direito de São Paulo - FGV DIREITO SP,FGV DIREITO SP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
363,FACULDADE MOZARTEUM DE SÃO PAULO,FAMOSP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
458,UNIVERSIDADE IBIRAPUERA,UNIB,Privada,N,N,N,Universidade,3550308,São Paulo,SP,Ativa
22,UNIVERSIDADE PRESBITERIANA MACKENZIE,MACKENZIE,Privada,S,S,N,Universidade,3550308,São Paulo,SP,Ativa
24300,Faculdade Unida de São Paulo - EAD,FAUSP - EAD,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
2744,INSTITUTO SUPERIOR DE EDUCAÇÃO VERA CRUZ,ISE VERA CRUZ,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
21764,Faculdade de Ciências da Saúde IGESP,,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1853,Centro Universitário UNIBTA,null,Privada,N,N,N,Centro Universitário,3550308,São Paulo,SP,Ativa
21509,Instituto de Ensino e Pesquisa do Hospital Sírio-Libanês,IEP/HSL,Privada,N,N,N,Instituição Especialmente Credenciada para oferta de cursos lato sensu,3550308,São Paulo,SP,Ativa
13488,FACULDADE SEQÜENCIAL,null,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
24709,Instituto Racine de Educação Superior,Racine,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
5387,FACULDADE IMPACTA,IMPACTA,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
790,Faculdade Israelita de Ciências da Saúde Albert Einstein,FICSAE,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
4492,FACULDADE PASCHOAL DANTAS,FPD,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1930,INSTITUTO SUPERIOR DE EDUCAÇÃO DE SÃO PAULO,SINGULARIDADES/ISESP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
2886,FACULDADE ZUMBI DOS PALMARES,FAZP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
23291,Escola de Educação Permanente,EEP,Pública,N,N,N,Escola de Governo,3550308,São Paulo,SP,Ativa
1290,Faculdade Álvares de Azevedo,FAATESP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1295,FACULDADE DE EDUCAÇÃO E TECNOLOGIA IRACEMA,null,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1838,FACULDADES INTEGRADAS RIO BRANCO,FRB,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
15746,Faculdade de Tecnologia do Ipiranga,FATECIPI,Pública,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
203,UNIVERSIDADE SÃO JUDAS TADEU,USJT,Privada,N,N,N,Universidade,3550308,São Paulo,SP,Ativa
23123,Faculdade Americas International College,FAMG,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
17355,Faculdade de Educação em Ciências da Saúde,FECS,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
24168,Faculdade Unida de São Paulo,FAUSP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
12817,FACULDADE IMESP MONITOR,IMESP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
546,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,Privada,S,S,N,Universidade,3550308,São Paulo,SP,Ativa
415,FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA SÃO PAULO,FCMSCSP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
17977,Faculdade de Tecnologia de Itaquera,FATEC ITAQUERA,Pública,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
905,FACULDADE ESCOLA PAULISTA DE DIREITO,FACEPD,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
151,ESCOLA DE ADMINISTRAÇÃO DE EMPRESAS DE SÃO PAULO - FGV EAESP,FGV-EAESP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
254,CENTRO UNIVERSITÁRIO UNI-BAN,UNI-BAN,Privada,N,N,N,Centro Universitário,3550308,São Paulo,SP,Ativa
21431,Faculdade IBECO,IBECO,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1048,FACULDADE CAMPOS ELÍSEOS,FCE,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
23352,Instituto Professor Flávio Vellini,null,Privada,N,N,N,Instituição Especialmente Credenciada para oferta de cursos lato sensu,3550308,São Paulo,SP,Ativa
22985,Faculdade Trilógica Nossa Senhora de Todos os Povos,FATRI EAD,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
898,Centro Universitário Unisan,UNISAN,Privada,N,N,N,Centro Universitário,3550308,São Paulo,SP,Ativa
18035,Escola Brasileira de Medicina Chinesa,EBRAMEC,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO,UNIAN - SP,Privada,N,N,N,Universidade,3550308,São Paulo,SP,Ativa
16948,Faculdade 28 de Agosto de Ensino e Pesquisa,28 de Agosto,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
4357,FACULDADE QUALITTAS,QUALITTAS,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
55,UNIVERSIDADE DE SÃO PAULO,USP,Pública,N,N,N,Universidade,3550308,São Paulo,SP,Ativa
4829,ESCOLA SUPERIOR DE ARTES CÉLIA HELENA,null,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
15688,FACULDADE DE TECONOLOGIA DA ZONA SUL,FATEC ZONASUL,Pública,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
22177,Faculdade União Paulistana,FAUP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
24884,Faculdade Internacional de São Paulo,FINSP,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
25440,Faculdade Opus 365,,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
24365,Faculdade Paschoal Dantas EAD,FPD - EAD,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1190,FACULDADE INTEGRAL CANTAREIRA,F.I.C.,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
22651,Instituto de Tecnologia e Liderança,Inteli,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
1541,FACULDADE FLAMINGO,null,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
23912,FACULDADE SINPAIN,SINPAIN,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
23333,Faculdade Damásio Educacional,FDE,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
4211,Faculdade ESAMC São Paulo - ESAMC,ESAMC,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
24507,Escola de Ensino Superior da Fipe,FipeEES,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
20586,Faculdade Van Gogh,FVG,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
18066,Faculdade de Ciências e Tecnologia Paschoal Dantas,,Privada,N,N,N,Faculdade,3550308,São Paulo,SP,Ativa
3186,FACULDADE DE SÃO ROQUE,FASAR,Privada,N,N,N,Faculdade,3550605,São Roque,SP,Ativa
923,CENTRO UNIVERSITÁRIO SÃO ROQUE,UNISÃO ROQUE,Privada,N,N,N,Centro Universitário,3550605,São Roque,SP,Ativa
18817,Faculdade de Tecnologia de São Roque,FATEC-SR,Pública,N,N,N,Faculdade,3550605,São Roque,SP,Ativa
2814,FACULDADE SÃO SEBASTIÃO,null,Privada,N,N,N,Faculdade,3550704,São Sebastião,SP,Ativa
15793,Faculdade de Tecnologia de São Sebastião,Fatec SS,Pública,N,N,N,Faculdade,3550704,São Sebastião,SP,Ativa
1690,FACULDADE DE SÃO VICENTE,FSV,Privada,N,N,N,Faculdade,3551009,São Vicente,SP,Ativa
