CODIGO_DA_IES,NOME_DA_IES,SIGLA,CATEGORIA_DA_IES,COMUNITARIA,CONFESSIONAL,FILANTROPICA,ORGANIZACAO_ACADEMICA,CODIGO_MUNICIPIO_IBGE,MUNICIPIO,UF,SITUACAO_IES
1713,FACULDADE DE TECNOLOGIA DE SÃO VICENTE,FATEF,Privada,N,N,N,Faculdade,3551009,São Vicente,SP,Ativa
1532,FACULDADE DE SERTÃOZINHO,null,Privada,N,N,N,Faculdade,3551702,Sertãozinho,SP,Ativa
1456,FACULDADE ANHANGUERA DE SERTÃOZINHO,FASERT,Privada,N,N,N,Faculdade,3551702,Sertãozinho,SP,Ativa
15696,Faculdade de Tecnologia de Sertãozinho,FATEC SERTÃOZINHO,Pública,N,N,N,Faculdade,3551702,Sertãozinho,SP,Ativa
1725,FACULDADE XV DE AGOSTO,FAQ,Privada,N,N,N,Faculdade,3552106,Socorro,SP,Ativa
33,FACULDADE DE TECNOLOGIA DE SOROCABA,FATEC SO,Pública,N,N,N,Faculdade,3552205,Sorocaba,SP,Ativa
368,FACULDADE DE EDUCAÇÃO FÍSICA DA ASSOCIAÇÃO CRISTÃ DE MOÇOS DE SOROCABA,FEFISO,Privada,N,N,N,Faculdade,3552205,Sorocaba,SP,Ativa
12923,FACULDADE DE TECNOLOGIA IPANEMA,,Privada,N,N,N,Faculdade,3552205,Sorocaba,SP,Ativa
150,UNIVERSIDADE DE SOROCABA,UNISO,Privada,S,N,N,Universidade,3552205,Sorocaba,SP,Ativa
672,CENTRO UNIVERSITÁRIO FACENS,UniFACENS,Privada,N,N,N,Centro Universitário,3552205,Sorocaba,SP,Ativa
276,FACULDADE DE DIREITO DE SOROCABA,FADI,Privada,N,N,N,Faculdade,3552205,Sorocaba,SP,Ativa
17691,FACULDADE DE TECNOLOGIA SENAI GASPAR RICARDO JUNIOR,,Privada,N,N,N,Faculdade,3552205,Sorocaba,SP,Ativa
2399,FACULDADE DE SOROCABA,,Privada,N,N,N,Faculdade,3552205,Sorocaba,SP,Ativa
22769,Gaia,Gaia,Privada,N,N,N,Faculdade,3552205,Sorocaba,SP,Ativa
4655,FACULDADE ANHANGÜERA DE SOROCABA,FSO,Privada,N,N,N,Faculdade,3552205,Sorocaba,SP,Ativa
1561,FACULDADE ESAMC SOROCABA,ESAMC,Privada,N,N,N,Faculdade,3552205,Sorocaba,SP,Ativa
17598,FACULDADE PROF. WLADEMIR DOS SANTOS,WLASAN,Privada,N,N,N,Faculdade,3552205,Sorocaba,SP,Ativa
11586,FACULDADES NETWORK - CAMPUS SUMARÉ,null,Privada,N,N,N,Faculdade,3552403,Sumaré,SP,Ativa
11308,FACULDADE ANHANGUERA DE SUMARÉ,FACSUMARÉ,Privada,N,N,N,Faculdade,3552403,Sumaré,SP,Ativa
23867,Faculdade de Tecnologia de Sumaré,Fatec de Sumaré,Pública,N,N,N,Faculdade,3552403,Sumaré,SP,Ativa
14715,Centro Universitário Piaget,UniPiaget,Privada,N,N,N,Centro Universitário,3552502,Suzano,SP,Ativa
1313,FACULDADE DE SUZANO,UNISUZ,Privada,N,N,N,Faculdade,3552502,Suzano,SP,Ativa
17854,Centro Universitário Unifecaf,null,Privada,N,N,N,Faculdade,3552809,Taboão da Serra,SP,Ativa
1499,FACULDADE ANHANGUERA DE TABOÃO DA SERRA,FATS,Privada,N,N,N,Faculdade,3552809,Taboão da Serra,SP,Ativa
19210,Faculdades Integradas de Taguaí,FIT,Privada,N,N,N,Faculdade,3553005,Taguaí,SP,Ativa
2009,FACULDADE DE TAQUARITINGA,FTGA,Privada,N,N,N,Faculdade,3553708,Taquaritinga,SP,Ativa
1300,INSTITUTO TAQUARITINGUENSE DE ENSINO SUPERIOR DR. ARISTIDES DE CARVALHO SCHLOBACH,ITES,Privada,N,N,N,Faculdade,3553708,Taquaritinga,SP,Ativa
967,FACULDADE DE TECNOLOGIA DE TAQUARITINGA,FATEC/TQ,Pública,N,N,N,Faculdade,3553708,Taquaritinga,SP,Ativa
15803,FACULDADE DE TECNOLOGIA DE TATUÍ - PROF. WILSON ROBERTO RIBEIRO DE CAMARGO,FATEC TATUÍ,Pública,N,N,N,Faculdade,3554003,Tatuí,SP,Ativa
3940,FACULDADE DE ENSINO SUPERIOR SANTA BARBARA,FAESB,Privada,N,N,N,Faculdade,3554003,Tatuí,SP,Ativa
665,UNIVERSIDADE DE TAUBATÉ,UNITAU,Pública,N,N,N,Universidade,3554102,Taubaté,SP,Ativa
4814,FACULDADE DE TECNOLOGIA SENAI FELIX GUISARD,null,Privada,N,N,N,Faculdade,3554102,Taubaté,SP,Ativa
4141,FACULDADE ANHANGUERA DE TAUBATÉ,null,Privada,N,N,N,Faculdade,3554102,Taubaté,SP,Ativa
4873,FACULDADE IBRA DE TAUBATÉ,FACULDADE FITAU,Privada,N,N,N,Faculdade,3554102,Taubaté,SP,Ativa
1276,INSTITUTO TAUBATÉ DE ENSINO SUPERIOR,I.T.E.S.,Privada,N,N,N,Faculdade,3554102,Taubaté,SP,Ativa
18049,Faculdade de Tecnologia de Taubaté,FATEC TAUBATÉ,Pública,N,N,N,Faculdade,3554102,Taubaté,SP,Ativa
21416,Centro de Instrução de Aviação do Exército,CIAvEx,Pública,N,N,N,Faculdade,3554102,Taubaté,SP,Ativa
1857,FACULDADE DEHONIANA,DEHONIANA,Privada,N,N,N,Faculdade,3554102,Taubaté,SP,Ativa
18033,FACULDADE DE TEODORO SAMPAIO,FTS,Privada,N,N,N,Faculdade,3554300,Teodoro Sampaio,SP,Ativa
4293,FACULDADE DE TIETÊ,null,Privada,N,N,N,Faculdade,3554508,Tietê,SP,Ativa
270,FACULDADE DE TUPÃ,null,Privada,N,N,N,Faculdade,3555000,Tupã,SP,Ativa
2056,FACULDADE DA ALTA PAULISTA,FAP,Privada,N,N,N,Faculdade,3555000,Tupã,SP,Ativa
269,FACULDADE FACCAT,FACCAT,Privada,N,N,N,Faculdade,3555000,Tupã,SP,Ativa
2205,Faculdade REGES de Tupi Paulista,null,Privada,N,N,N,Faculdade,3555109,Tupi Paulista,SP,Ativa
3612,FACULDADE ANHANGUERA DE VALINHOS,null,Privada,N,N,N,Faculdade,3556206,Valinhos,SP,Ativa
21344,FACULDADE UNICPO,FACULDADE UNICPO,Privada,N,N,N,Faculdade,3557006,Votorantim,SP,Ativa
11750,FACULDADE ANHANGUERA PITÁGORAS VOTORANTIM,-,Privada,N,N,N,Faculdade,3557006,Votorantim,SP,Ativa
23181,FACULDADE INTERCONTINENTAL,FAICON,Privada,N,N,N,Faculdade,3557006,Votorantim,SP,Ativa
22625,FACULDADE BOOKPLAY,null,Privada,N,N,N,Faculdade,3557105,Votuporanga,SP,Ativa
4597,FACULDADE FUTURA,null,Privada,N,N,N,Faculdade,3557105,Votuporanga,SP,Ativa
25907,CENAC - Centro de Ensino Nacional,,Privada,N,N,N,Faculdade,3557105,Votuporanga,SP,Ativa
14194,FATEC - FACULDADE DE TEOLOGIA E CIÊNCIAS DE VOTUPORANGA,FATEC,Privada,N,N,N,Faculdade,3557105,Votuporanga,SP,Ativa
222,CENTRO UNIVERSITÁRIO DE VOTUPORANGA,UNIFEV,Privada,S,N,N,Centro Universitário,3557105,Votuporanga,SP,Ativa
